Date,Asthma inhaler_unscaled,Asthma inhaler_monthly,isPartial,scale,Asthma inhaler
2020-10-21,0,0.0,,0.0,0.0
2020-10-22,0,0.0,,0.0,0.0
2020-10-23,0,0.0,,0.0,0.0
2020-10-24,0,0.0,,0.0,0.0
2020-10-25,0,51.0,False,0.51,0.0
2020-10-26,0,51.0,,0.51,0.0
2020-10-27,0,51.0,,0.51,0.0
2020-10-28,0,51.0,,0.51,0.0
2020-10-29,0,51.0,,0.51,0.0
2020-10-30,0,51.0,,0.51,0.0
2020-10-31,0,51.0,,0.51,0.0
2021-01-01,0,51.0,,0.51,0.0
2021-01-02,0,51.0,,0.51,0.0
2021-01-03,0,0.0,False,0.0,0.0
2021-01-04,0,0.0,,0.0,0.0
2021-01-05,0,0.0,,0.0,0.0
2021-01-06,0,0.0,,0.0,0.0
2021-01-07,0,0.0,,0.0,0.0
2021-01-08,0,0.0,,0.0,0.0
2021-01-09,0,0.0,,0.0,0.0
2021-01-10,0,49.0,False,0.49,0.0
2021-01-11,0,49.0,,0.49,0.0
2021-01-12,0,49.0,,0.49,0.0
2021-01-13,0,49.0,,0.49,0.0
2021-01-14,0,49.0,,0.49,0.0
2021-01-15,0,49.0,,0.49,0.0
2021-01-16,0,49.0,,0.49,0.0
2021-01-17,0,0.0,False,0.0,0.0
2021-01-18,0,0.0,,0.0,0.0
2021-01-19,0,0.0,,0.0,0.0
2021-01-20,0,0.0,,0.0,0.0
2021-01-21,0,0.0,,0.0,0.0
2021-01-22,0,0.0,,0.0,0.0
2021-01-23,0,0.0,,0.0,0.0
2021-01-24,0,0.0,False,0.0,0.0
2021-01-25,0,0.0,,0.0,0.0
2021-01-26,0,0.0,,0.0,0.0
2021-01-27,0,0.0,,0.0,0.0
2021-01-28,0,0.0,,0.0,0.0
2021-01-29,0,0.0,,0.0,0.0
2021-01-30,100,0.0,,0.0,0.0
2021-01-31,0,51.0,False,0.51,0.0
