Date,fungus_unscaled,fungus_monthly,isPartial,scale,fungus
2019-02-09,0,0.0,,0.0,0.0
2019-02-10,45,15.0,False,0.15,6.75
2019-02-11,0,15.0,,0.15,0.0
2019-02-12,82,15.0,,0.15,12.299999999999999
2019-02-13,0,15.0,,0.15,0.0
2019-02-14,0,15.0,,0.15,0.0
2019-02-15,0,15.0,,0.15,0.0
2019-02-16,0,15.0,,0.15,0.0
2019-02-17,0,30.0,False,0.3,0.0
2019-02-18,0,30.0,,0.3,0.0
2019-02-19,0,30.0,,0.3,0.0
2019-02-20,0,30.0,,0.3,0.0
2019-02-21,0,30.0,,0.3,0.0
2019-02-22,0,30.0,,0.3,0.0
2019-02-23,0,30.0,,0.3,0.0
2019-02-24,47,31.0,False,0.31,14.57
2019-02-25,0,31.0,,0.31,0.0
2019-02-26,0,31.0,,0.31,0.0
2019-02-27,0,31.0,,0.31,0.0
2019-02-28,0,31.0,,0.31,0.0
2019-03-01,0,31.0,,0.31,0.0
2019-03-02,0,31.0,,0.31,0.0
2019-03-03,0,47.0,False,0.47,0.0
2019-03-04,49,47.0,,0.47,23.029999999999998
2019-03-05,100,47.0,,0.47,47.0
2019-03-06,97,47.0,,0.47,45.589999999999996
2019-03-07,0,47.0,,0.47,0.0
2019-03-08,0,47.0,,0.47,0.0
2019-03-09,0,47.0,,0.47,0.0
2019-03-10,0,62.0,False,0.62,0.0
2019-03-11,48,62.0,,0.62,29.759999999999998
2019-03-12,0,62.0,,0.62,0.0
2019-03-13,0,62.0,,0.62,0.0
2019-03-14,0,62.0,,0.62,0.0
2019-03-15,0,62.0,,0.62,0.0
2019-03-16,66,62.0,,0.62,40.92
2019-03-17,0,16.0,False,0.16,0.0
2019-03-18,0,16.0,,0.16,0.0
2019-03-19,48,16.0,,0.16,7.68
2019-03-20,0,16.0,,0.16,0.0
2019-03-21,0,16.0,,0.16,0.0
2019-03-22,0,16.0,,0.16,0.0
2019-03-23,0,16.0,,0.16,0.0
2019-03-24,0,16.0,False,0.16,0.0
2019-03-25,0,16.0,,0.16,0.0
2019-03-26,0,16.0,,0.16,0.0
2019-03-27,49,16.0,,0.16,7.84
2019-03-28,0,16.0,,0.16,0.0
2019-03-29,0,16.0,,0.16,0.0
2019-03-30,65,16.0,,0.16,10.4
2019-03-31,0,31.0,False,0.31,0.0
2019-04-01,69,31.0,,0.31,21.39
2019-04-02,0,31.0,,0.31,0.0
2019-04-03,0,31.0,,0.31,0.0
2019-04-04,73,31.0,,0.31,22.63
2019-04-05,0,31.0,,0.31,0.0
2019-04-06,94,31.0,,0.31,29.14
2019-04-07,84,63.0,False,0.63,52.92
2019-04-08,0,63.0,,0.63,0.0
2019-04-09,0,63.0,,0.63,0.0
2019-04-10,0,63.0,,0.63,0.0
2019-04-11,0,63.0,,0.63,0.0
2019-04-12,0,63.0,,0.63,0.0
2019-04-13,0,63.0,,0.63,0.0
2019-04-14,0,18.0,False,0.18,0.0
2019-04-15,79,18.0,,0.18,14.219999999999999
2019-04-16,0,18.0,,0.18,0.0
2019-04-17,0,18.0,,0.18,0.0
2019-04-18,93,18.0,,0.18,16.74
2019-04-19,0,18.0,,0.18,0.0
2019-04-20,0,18.0,,0.18,0.0
2019-04-21,100,34.0,False,0.34,34.0
2019-04-22,0,34.0,,0.34,0.0
2019-04-23,0,34.0,,0.34,0.0
2019-04-24,0,34.0,,0.34,0.0
2019-04-25,0,34.0,,0.34,0.0
2019-04-26,0,34.0,,0.34,0.0
2019-04-27,87,34.0,,0.34,29.580000000000002
2019-04-28,74,0.0,False,0.0,0.0
2019-04-29,67,0.0,,0.0,0.0
2019-04-30,0,0.0,,0.0,0.0
2019-05-01,44,0.0,,0.0,0.0
2019-05-02,0,0.0,,0.0,0.0
2019-05-03,0,0.0,,0.0,0.0
2019-05-04,0,0.0,,0.0,0.0
2019-05-05,0,15.0,False,0.15,0.0
2019-05-06,0,15.0,,0.15,0.0
2019-05-07,0,15.0,,0.15,0.0
2019-05-08,0,15.0,,0.15,0.0
2019-05-09,0,15.0,,0.15,0.0
2019-05-10,100,15.0,,0.15,15.0
2019-05-11,0,15.0,,0.15,0.0
2019-05-12,0,61.0,False,0.61,0.0
2019-05-13,42,61.0,,0.61,25.62
2019-05-14,0,61.0,,0.61,0.0
2019-05-15,0,61.0,,0.61,0.0
2019-05-16,0,61.0,,0.61,0.0
2019-05-17,0,61.0,,0.61,0.0
2019-05-18,0,61.0,,0.61,0.0
2019-05-19,47,15.0,False,0.15,7.05
2019-05-20,0,15.0,,0.15,0.0
2019-05-21,0,15.0,,0.15,0.0
2019-05-22,0,15.0,,0.15,0.0
2019-05-23,0,15.0,,0.15,0.0
2019-05-24,0,15.0,,0.15,0.0
2019-05-25,0,15.0,,0.15,0.0
2019-05-26,0,100.0,False,1.0,0.0
2019-05-27,40,100.0,,1.0,40.0
2019-05-28,0,100.0,,1.0,0.0
2019-05-29,40,100.0,,1.0,40.0
2019-05-30,39,100.0,,1.0,39.0
2019-05-31,0,100.0,,1.0,0.0
2019-06-01,67,100.0,,1.0,67.0
2019-06-02,0,14.0,False,0.14,0.0
2019-06-03,0,14.0,,0.14,0.0
2019-06-04,49,14.0,,0.14,6.86
2019-06-05,0,14.0,,0.14,0.0
2019-06-06,100,14.0,,0.14,14.000000000000002
2019-06-07,0,14.0,,0.14,0.0
2019-06-08,0,14.0,,0.14,0.0
2019-06-09,0,28.0,False,0.28,0.0
2019-06-10,0,28.0,,0.28,0.0
2019-06-11,0,28.0,,0.28,0.0
2019-06-12,0,28.0,,0.28,0.0
2019-06-13,0,28.0,,0.28,0.0
2019-06-14,0,28.0,,0.28,0.0
2019-06-15,0,28.0,,0.28,0.0
2019-06-16,0,0.0,False,0.0,0.0
2019-06-17,0,0.0,,0.0,0.0
2019-06-18,0,0.0,,0.0,0.0
2019-06-19,0,0.0,,0.0,0.0
2019-06-20,0,0.0,,0.0,0.0
2019-06-21,0,0.0,,0.0,0.0
2019-06-22,65,0.0,,0.0,0.0
2019-06-23,0,29.0,False,0.29,0.0
2019-06-24,50,29.0,,0.29,14.499999999999998
2019-06-25,52,29.0,,0.29,15.079999999999998
2019-06-26,0,29.0,,0.29,0.0
2019-06-27,53,29.0,,0.29,15.37
2019-06-28,0,29.0,,0.29,0.0
2019-06-29,0,29.0,,0.29,0.0
2019-06-30,0,15.0,False,0.15,0.0
2019-07-01,0,15.0,,0.15,0.0
2019-07-02,0,15.0,,0.15,0.0
2019-07-03,0,15.0,,0.15,0.0
2019-07-04,0,15.0,,0.15,0.0
2019-07-05,0,15.0,,0.15,0.0
2019-07-06,0,15.0,,0.15,0.0
2019-07-07,0,31.0,False,0.31,0.0
2019-07-08,0,31.0,,0.31,0.0
2019-07-09,0,31.0,,0.31,0.0
2019-07-10,32,31.0,,0.31,9.92
2019-07-11,0,31.0,,0.31,0.0
2019-07-12,0,31.0,,0.31,0.0
2019-07-13,0,31.0,,0.31,0.0
2019-07-14,0,30.0,False,0.3,0.0
2019-07-15,32,30.0,,0.3,9.6
2019-07-16,0,30.0,,0.3,0.0
2019-07-17,0,30.0,,0.3,0.0
2019-07-18,100,30.0,,0.3,30.0
2019-07-19,0,30.0,,0.3,0.0
2019-07-20,0,30.0,,0.3,0.0
2019-07-21,0,15.0,False,0.15,0.0
2019-07-22,0,15.0,,0.15,0.0
2019-07-23,0,15.0,,0.15,0.0
2019-07-24,65,15.0,,0.15,9.75
2019-07-25,0,15.0,,0.15,0.0
2019-07-26,0,15.0,,0.15,0.0
2019-07-27,43,15.0,,0.15,6.45
2019-07-28,0,15.0,False,0.15,0.0
2019-07-29,31,15.0,,0.15,4.6499999999999995
2019-07-30,0,15.0,,0.15,0.0
2019-07-31,0,15.0,,0.15,0.0
2019-08-01,0,15.0,,0.15,0.0
2019-08-02,94,15.0,,0.15,14.1
2019-08-03,0,15.0,,0.15,0.0
2019-08-04,0,44.0,False,0.44,0.0
2019-08-05,0,44.0,,0.44,0.0
2019-08-06,0,44.0,,0.44,0.0
2019-08-07,0,44.0,,0.44,0.0
2019-08-08,0,44.0,,0.44,0.0
2019-08-09,93,44.0,,0.44,40.92
2019-08-10,0,44.0,,0.44,0.0
2019-08-11,0,55.0,False,0.55,0.0
2019-08-12,0,55.0,,0.55,0.0
2019-08-13,78,55.0,,0.55,42.900000000000006
2019-08-14,0,55.0,,0.55,0.0
2019-08-15,74,55.0,,0.55,40.7
2019-08-16,84,55.0,,0.55,46.2
2019-08-17,90,55.0,,0.55,49.50000000000001
2019-08-18,0,27.0,False,0.27,0.0
2019-08-19,0,27.0,,0.27,0.0
2019-08-20,0,27.0,,0.27,0.0
2019-08-21,0,27.0,,0.27,0.0
2019-08-22,0,27.0,,0.27,0.0
2019-08-23,0,27.0,,0.27,0.0
2019-08-24,0,27.0,,0.27,0.0
2019-08-25,0,28.0,False,0.28,0.0
2019-08-26,0,28.0,,0.28,0.0
2019-08-27,75,28.0,,0.28,21.000000000000004
2019-08-28,0,28.0,,0.28,0.0
2019-08-29,0,28.0,,0.28,0.0
2019-08-30,0,28.0,,0.28,0.0
2019-08-31,100,28.0,,0.28,28.000000000000004
2019-09-01,0,13.0,False,0.13,0.0
2019-09-02,0,13.0,,0.13,0.0
2019-09-03,0,13.0,,0.13,0.0
2019-09-04,0,13.0,,0.13,0.0
2019-09-05,0,13.0,,0.13,0.0
2019-09-06,0,13.0,,0.13,0.0
2019-09-07,38,13.0,,0.13,4.94
2019-09-08,0,13.0,False,0.13,0.0
2019-09-09,0,13.0,,0.13,0.0
2019-09-10,30,13.0,,0.13,3.9000000000000004
2019-09-11,30,13.0,,0.13,3.9000000000000004
2019-09-12,0,13.0,,0.13,0.0
2019-09-13,0,13.0,,0.13,0.0
2019-09-14,39,13.0,,0.13,5.07
2019-09-15,33,39.0,False,0.39,12.870000000000001
2019-09-16,0,39.0,,0.39,0.0
