Date,Pollen_unscaled,Pollen_monthly,isPartial,scale,Pollen
2019-02-06,0,15.0,,0.15,0.0
2019-02-07,48,15.0,,0.15,7.199999999999999
2019-02-08,0,15.0,,0.15,0.0
2019-02-09,0,15.0,,0.15,0.0
2019-02-10,51,43.0,False,0.43,21.93
2019-02-11,0,43.0,,0.43,0.0
2019-02-12,0,43.0,,0.43,0.0
2019-02-13,0,43.0,,0.43,0.0
2019-02-14,0,43.0,,0.43,0.0
2019-02-15,0,43.0,,0.43,0.0
2019-02-16,0,43.0,,0.43,0.0
2019-02-17,51,29.0,False,0.29,14.79
2019-02-18,0,29.0,,0.29,0.0
2019-02-19,100,29.0,,0.29,28.999999999999996
2019-02-20,0,29.0,,0.29,0.0
2019-02-21,48,29.0,,0.29,13.919999999999998
2019-02-22,0,29.0,,0.29,0.0
2019-02-23,0,29.0,,0.29,0.0
2019-02-24,53,30.0,False,0.3,15.899999999999999
2019-02-25,0,30.0,,0.3,0.0
2019-02-26,0,30.0,,0.3,0.0
2019-02-27,0,30.0,,0.3,0.0
2019-02-28,0,30.0,,0.3,0.0
2019-03-01,0,30.0,,0.3,0.0
2019-03-02,0,30.0,,0.3,0.0
2019-03-03,0,15.0,False,0.15,0.0
2019-03-04,0,15.0,,0.15,0.0
2019-03-05,0,15.0,,0.15,0.0
2019-03-06,0,15.0,,0.15,0.0
2019-03-07,100,15.0,,0.15,15.0
2019-03-08,0,15.0,,0.15,0.0
2019-03-09,0,15.0,,0.15,0.0
2019-03-10,55,0.0,False,0.0,0.0
2019-03-11,0,0.0,,0.0,0.0
2019-03-12,0,0.0,,0.0,0.0
2019-03-13,0,0.0,,0.0,0.0
2019-03-14,0,0.0,,0.0,0.0
2019-03-15,0,0.0,,0.0,0.0
2019-03-16,0,0.0,,0.0,0.0
2019-03-17,0,0.0,False,0.0,0.0
2019-03-18,0,0.0,,0.0,0.0
2019-03-19,0,0.0,,0.0,0.0
2019-03-20,50,0.0,,0.0,0.0
2019-03-21,0,0.0,,0.0,0.0
2019-03-22,0,0.0,,0.0,0.0
2019-03-23,67,0.0,,0.0,0.0
2019-03-24,0,15.0,False,0.15,0.0
2019-03-25,0,15.0,,0.15,0.0
2019-03-26,0,15.0,,0.15,0.0
2019-03-27,0,15.0,,0.15,0.0
2019-03-28,0,15.0,,0.15,0.0
2019-03-29,0,15.0,,0.15,0.0
2019-03-30,0,15.0,,0.15,0.0
2019-03-31,0,29.0,False,0.29,0.0
2019-04-01,0,29.0,,0.29,0.0
2019-04-02,0,29.0,,0.29,0.0
2019-04-03,0,29.0,,0.29,0.0
2019-04-04,0,29.0,,0.29,0.0
2019-04-05,0,29.0,,0.29,0.0
2019-04-06,0,29.0,,0.29,0.0
2019-04-07,0,0.0,False,0.0,0.0
2019-04-08,51,0.0,,0.0,0.0
2019-04-09,0,0.0,,0.0,0.0
2019-04-10,100,0.0,,0.0,0.0
2019-04-11,0,0.0,,0.0,0.0
2019-04-12,0,0.0,,0.0,0.0
2019-04-13,0,0.0,,0.0,0.0
2019-04-14,0,0.0,False,0.0,0.0
2019-04-15,0,0.0,,0.0,0.0
2019-04-16,0,0.0,,0.0,0.0
2019-04-17,57,0.0,,0.0,0.0
2019-04-18,0,0.0,,0.0,0.0
2019-04-19,0,0.0,,0.0,0.0
2019-04-20,0,0.0,,0.0,0.0
2019-04-21,0,0.0,False,0.0,0.0
2019-04-22,0,0.0,,0.0,0.0
2019-04-23,0,0.0,,0.0,0.0
2019-04-24,60,0.0,,0.0,0.0
2019-04-25,0,0.0,,0.0,0.0
2019-04-26,0,0.0,,0.0,0.0
2019-04-27,0,0.0,,0.0,0.0
2019-04-28,0,28.0,False,0.28,0.0
2019-04-29,47,28.0,,0.28,13.160000000000002
2019-04-30,49,28.0,,0.28,13.72
2019-05-01,0,28.0,,0.28,0.0
2019-05-02,100,28.0,,0.28,28.000000000000004
2019-05-03,0,28.0,,0.28,0.0
2019-05-04,0,28.0,,0.28,0.0
2019-05-05,0,0.0,False,0.0,0.0
2019-05-06,0,0.0,,0.0,0.0
2019-05-07,0,0.0,,0.0,0.0
2019-05-08,0,0.0,,0.0,0.0
2019-05-09,100,0.0,,0.0,0.0
2019-05-10,0,0.0,,0.0,0.0
2019-05-11,0,0.0,,0.0,0.0
2019-05-12,0,29.0,False,0.29,0.0
2019-05-13,0,29.0,,0.29,0.0
2019-05-14,0,29.0,,0.29,0.0
2019-05-15,0,29.0,,0.29,0.0
2019-05-16,0,29.0,,0.29,0.0
2019-05-17,0,29.0,,0.29,0.0
2019-05-18,0,29.0,,0.29,0.0
2019-05-19,0,14.0,False,0.14,0.0
2019-05-20,0,14.0,,0.14,0.0
2019-05-21,0,14.0,,0.14,0.0
2019-05-22,98,14.0,,0.14,13.72
2019-05-23,0,14.0,,0.14,0.0
2019-05-24,0,14.0,,0.14,0.0
2019-05-25,0,14.0,,0.14,0.0
2019-05-26,0,0.0,False,0.0,0.0
2019-05-27,95,0.0,,0.0,0.0
2019-05-28,0,0.0,,0.0,0.0
2019-05-29,0,0.0,,0.0,0.0
2019-05-30,0,0.0,,0.0,0.0
2019-05-31,0,0.0,,0.0,0.0
2019-06-01,0,0.0,,0.0,0.0
2019-06-02,0,27.0,False,0.27,0.0
2019-06-03,87,27.0,,0.27,23.490000000000002
2019-06-04,0,27.0,,0.27,0.0
2019-06-05,74,27.0,,0.27,19.98
2019-06-06,0,27.0,,0.27,0.0
2019-06-07,0,27.0,,0.27,0.0
2019-06-08,99,27.0,,0.27,26.73
2019-06-09,0,13.0,False,0.13,0.0
2019-06-10,0,13.0,,0.13,0.0
2019-06-11,0,13.0,,0.13,0.0
2019-06-12,0,13.0,,0.13,0.0
2019-06-13,80,13.0,,0.13,10.4
2019-06-14,89,13.0,,0.13,11.57
2019-06-15,0,13.0,,0.13,0.0
2019-06-16,0,13.0,False,0.13,0.0
2019-06-17,0,13.0,,0.13,0.0
2019-06-18,79,13.0,,0.13,10.27
2019-06-19,0,13.0,,0.13,0.0
2019-06-20,77,13.0,,0.13,10.01
2019-06-21,0,13.0,,0.13,0.0
2019-06-22,100,13.0,,0.13,13.0
2019-06-23,0,14.0,False,0.14,0.0
2019-06-24,0,14.0,,0.14,0.0
2019-06-25,78,14.0,,0.14,10.920000000000002
2019-06-26,81,14.0,,0.14,11.340000000000002
2019-06-27,0,14.0,,0.14,0.0
2019-06-28,0,14.0,,0.14,0.0
2019-06-29,0,14.0,,0.14,0.0
2019-06-30,0,27.0,False,0.27,0.0
2019-07-01,0,27.0,,0.27,0.0
2019-07-02,0,27.0,,0.27,0.0
2019-07-03,29,27.0,,0.27,7.83
2019-07-04,31,27.0,,0.27,8.370000000000001
2019-07-05,0,27.0,,0.27,0.0
2019-07-06,0,27.0,,0.27,0.0
2019-07-07,0,15.0,False,0.15,0.0
2019-07-08,33,15.0,,0.15,4.95
2019-07-09,0,15.0,,0.15,0.0
2019-07-10,0,15.0,,0.15,0.0
2019-07-11,0,15.0,,0.15,0.0
2019-07-12,0,15.0,,0.15,0.0
2019-07-13,0,15.0,,0.15,0.0
2019-07-14,0,29.0,False,0.29,0.0
2019-07-15,0,29.0,,0.29,0.0
2019-07-16,0,29.0,,0.29,0.0
2019-07-17,100,29.0,,0.29,28.999999999999996
2019-07-18,33,29.0,,0.29,9.569999999999999
2019-07-19,0,29.0,,0.29,0.0
2019-07-20,0,29.0,,0.29,0.0
2019-07-21,0,15.0,False,0.15,0.0
2019-07-22,0,15.0,,0.15,0.0
2019-07-23,0,15.0,,0.15,0.0
2019-07-24,0,15.0,,0.15,0.0
2019-07-25,0,15.0,,0.15,0.0
2019-07-26,0,15.0,,0.15,0.0
2019-07-27,0,15.0,,0.15,0.0
2019-07-28,0,14.0,False,0.14,0.0
2019-07-29,0,14.0,,0.14,0.0
2019-07-30,0,14.0,,0.14,0.0
2019-07-31,0,14.0,,0.14,0.0
2019-08-01,0,14.0,,0.14,0.0
2019-08-02,0,14.0,,0.14,0.0
2019-08-03,0,14.0,,0.14,0.0
2019-08-04,0,42.0,False,0.42,0.0
2019-08-05,0,42.0,,0.42,0.0
2019-08-06,90,42.0,,0.42,37.8
2019-08-07,0,42.0,,0.42,0.0
2019-08-08,0,42.0,,0.42,0.0
2019-08-09,0,42.0,,0.42,0.0
2019-08-10,0,42.0,,0.42,0.0
2019-08-11,0,13.0,False,0.13,0.0
2019-08-12,0,13.0,,0.13,0.0
2019-08-13,86,13.0,,0.13,11.18
2019-08-14,0,13.0,,0.13,0.0
2019-08-15,81,13.0,,0.13,10.530000000000001
2019-08-16,0,13.0,,0.13,0.0
2019-08-17,0,13.0,,0.13,0.0
2019-08-18,0,25.0,False,0.25,0.0
2019-08-19,0,25.0,,0.25,0.0
2019-08-20,0,25.0,,0.25,0.0
2019-08-21,0,25.0,,0.25,0.0
2019-08-22,81,25.0,,0.25,20.25
2019-08-23,0,25.0,,0.25,0.0
2019-08-24,0,25.0,,0.25,0.0
2019-08-25,92,39.0,False,0.39,35.88
2019-08-26,0,39.0,,0.39,0.0
2019-08-27,0,39.0,,0.39,0.0
2019-08-28,0,39.0,,0.39,0.0
2019-08-29,83,39.0,,0.39,32.370000000000005
2019-08-30,100,39.0,,0.39,39.0
2019-08-31,0,39.0,,0.39,0.0
2019-09-01,0,38.0,False,0.38,0.0
2019-09-02,0,38.0,,0.38,0.0
2019-09-03,0,38.0,,0.38,0.0
2019-09-04,0,38.0,,0.38,0.0
2019-09-05,0,38.0,,0.38,0.0
2019-09-06,0,38.0,,0.38,0.0
2019-09-07,0,38.0,,0.38,0.0
2019-09-08,0,62.0,False,0.62,0.0
2019-09-09,48,62.0,,0.62,29.759999999999998
2019-09-10,0,62.0,,0.62,0.0
2019-09-11,0,62.0,,0.62,0.0
2019-09-12,100,62.0,,0.62,62.0
2019-09-13,0,62.0,,0.62,0.0
2019-09-14,0,62.0,,0.62,0.0
