Date,bronchitis_unscaled,bronchitis_monthly,isPartial,scale,bronchitis
2019-02-10,0,17.0,False,0.17,0.0
2019-02-11,87,17.0,,0.17,14.790000000000001
2019-02-12,0,17.0,,0.17,0.0
2019-02-13,0,17.0,,0.17,0.0
2019-02-14,0,17.0,,0.17,0.0
2019-02-15,0,17.0,,0.17,0.0
2019-02-16,0,17.0,,0.17,0.0
2019-02-17,0,0.0,False,0.0,0.0
2019-02-18,0,0.0,,0.0,0.0
2019-02-19,0,0.0,,0.0,0.0
2019-02-20,0,0.0,,0.0,0.0
2019-02-21,0,0.0,,0.0,0.0
2019-02-22,0,0.0,,0.0,0.0
2019-02-23,0,0.0,,0.0,0.0
2019-02-24,100,36.0,False,0.36,36.0
2019-02-25,0,36.0,,0.36,0.0
2019-02-26,0,36.0,,0.36,0.0
2019-02-27,0,36.0,,0.36,0.0
2019-02-28,0,36.0,,0.36,0.0
2019-03-01,0,36.0,,0.36,0.0
2019-03-02,0,36.0,,0.36,0.0
2019-03-03,0,36.0,False,0.36,0.0
2019-03-04,74,36.0,,0.36,26.64
2019-03-05,0,36.0,,0.36,0.0
2019-03-06,0,36.0,,0.36,0.0
2019-03-07,76,36.0,,0.36,27.36
2019-03-08,0,36.0,,0.36,0.0
2019-03-09,100,36.0,,0.36,36.0
2019-03-10,85,54.0,False,0.54,45.900000000000006
2019-03-11,0,54.0,,0.54,0.0
2019-03-12,0,54.0,,0.54,0.0
2019-03-13,75,54.0,,0.54,40.5
2019-03-14,76,54.0,,0.54,41.040000000000006
2019-03-15,0,54.0,,0.54,0.0
2019-03-16,0,54.0,,0.54,0.0
2019-03-17,0,18.0,False,0.18,0.0
2019-03-18,0,18.0,,0.18,0.0
2019-03-19,0,18.0,,0.18,0.0
2019-03-20,0,18.0,,0.18,0.0
2019-03-21,77,18.0,,0.18,13.86
2019-03-22,0,18.0,,0.18,0.0
2019-03-23,0,18.0,,0.18,0.0
2019-03-24,0,0.0,False,0.0,0.0
2019-03-25,74,0.0,,0.0,0.0
2019-03-26,0,0.0,,0.0,0.0
2019-03-27,0,0.0,,0.0,0.0
2019-03-28,0,0.0,,0.0,0.0
2019-03-29,90,0.0,,0.0,0.0
2019-03-30,0,0.0,,0.0,0.0
2019-03-31,0,18.0,False,0.18,0.0
2019-04-01,0,18.0,,0.18,0.0
2019-04-02,0,18.0,,0.18,0.0
2019-04-03,0,18.0,,0.18,0.0
2019-04-04,0,18.0,,0.18,0.0
2019-04-05,0,18.0,,0.18,0.0
2019-04-06,0,18.0,,0.18,0.0
2019-04-07,0,18.0,False,0.18,0.0
2019-04-08,0,18.0,,0.18,0.0
2019-04-09,0,18.0,,0.18,0.0
2019-04-10,0,18.0,,0.18,0.0
2019-04-11,0,18.0,,0.18,0.0
2019-04-12,0,18.0,,0.18,0.0
2019-04-13,100,18.0,,0.18,18.0
2019-04-14,0,0.0,False,0.0,0.0
2019-04-15,0,0.0,,0.0,0.0
2019-04-16,81,0.0,,0.0,0.0
2019-04-17,0,0.0,,0.0,0.0
2019-04-18,0,0.0,,0.0,0.0
2019-04-19,0,0.0,,0.0,0.0
2019-04-20,0,0.0,,0.0,0.0
2019-04-21,97,39.0,False,0.39,37.83
2019-04-22,84,39.0,,0.39,32.76
2019-04-23,0,39.0,,0.39,0.0
2019-04-24,0,39.0,,0.39,0.0
2019-04-25,0,39.0,,0.39,0.0
2019-04-26,0,39.0,,0.39,0.0
2019-04-27,0,39.0,,0.39,0.0
2019-04-28,0,0.0,False,0.0,0.0
2019-04-29,0,0.0,,0.0,0.0
2019-04-30,0,0.0,,0.0,0.0
2019-05-01,0,0.0,,0.0,0.0
2019-05-02,0,0.0,,0.0,0.0
2019-05-03,0,0.0,,0.0,0.0
2019-05-04,0,0.0,,0.0,0.0
2019-05-05,0,35.0,False,0.35,0.0
2019-05-06,0,35.0,,0.35,0.0
2019-05-07,0,35.0,,0.35,0.0
2019-05-08,100,35.0,,0.35,35.0
2019-05-09,0,35.0,,0.35,0.0
2019-05-10,0,35.0,,0.35,0.0
2019-05-11,0,35.0,,0.35,0.0
2019-05-12,0,18.0,False,0.18,0.0
2019-05-13,0,18.0,,0.18,0.0
2019-05-14,0,18.0,,0.18,0.0
2019-05-15,0,18.0,,0.18,0.0
2019-05-16,0,18.0,,0.18,0.0
2019-05-17,0,18.0,,0.18,0.0
2019-05-18,0,18.0,,0.18,0.0
2019-05-19,0,52.0,False,0.52,0.0
2019-05-20,98,52.0,,0.52,50.96
2019-05-21,0,52.0,,0.52,0.0
2019-05-22,0,52.0,,0.52,0.0
2019-05-23,0,52.0,,0.52,0.0
2019-05-24,0,52.0,,0.52,0.0
2019-05-25,0,52.0,,0.52,0.0
2019-05-26,0,17.0,False,0.17,0.0
2019-05-27,92,17.0,,0.17,15.64
2019-05-28,0,17.0,,0.17,0.0
2019-05-29,0,17.0,,0.17,0.0
2019-05-30,0,17.0,,0.17,0.0
2019-05-31,0,17.0,,0.17,0.0
2019-06-01,0,17.0,,0.17,0.0
2019-06-02,0,17.0,False,0.17,0.0
2019-06-03,0,17.0,,0.17,0.0
2019-06-04,25,17.0,,0.17,4.25
2019-06-05,0,17.0,,0.17,0.0
2019-06-06,0,17.0,,0.17,0.0
2019-06-07,0,17.0,,0.17,0.0
2019-06-08,0,17.0,,0.17,0.0
2019-06-09,0,49.0,False,0.49,0.0
2019-06-10,26,49.0,,0.49,12.74
2019-06-11,0,49.0,,0.49,0.0
2019-06-12,0,49.0,,0.49,0.0
2019-06-13,0,49.0,,0.49,0.0
2019-06-14,0,49.0,,0.49,0.0
2019-06-15,100,49.0,,0.49,49.0
2019-06-16,0,33.0,False,0.33,0.0
2019-06-17,0,33.0,,0.33,0.0
2019-06-18,0,33.0,,0.33,0.0
2019-06-19,27,33.0,,0.33,8.91
2019-06-20,0,33.0,,0.33,0.0
2019-06-21,29,33.0,,0.33,9.57
2019-06-22,0,33.0,,0.33,0.0
2019-06-23,0,0.0,False,0.0,0.0
2019-06-24,0,0.0,,0.0,0.0
2019-06-25,0,0.0,,0.0,0.0
2019-06-26,53,0.0,,0.0,0.0
2019-06-27,27,0.0,,0.0,0.0
2019-06-28,33,0.0,,0.0,0.0
2019-06-29,0,0.0,,0.0,0.0
2019-06-30,0,17.0,False,0.17,0.0
2019-07-01,42,17.0,,0.17,7.140000000000001
2019-07-02,0,17.0,,0.17,0.0
2019-07-03,0,17.0,,0.17,0.0
2019-07-04,42,17.0,,0.17,7.140000000000001
2019-07-05,0,17.0,,0.17,0.0
2019-07-06,0,17.0,,0.17,0.0
2019-07-07,100,89.0,False,0.89,89.0
2019-07-08,0,89.0,,0.89,0.0
2019-07-09,0,89.0,,0.89,0.0
2019-07-10,0,89.0,,0.89,0.0
2019-07-11,46,89.0,,0.89,40.94
2019-07-12,0,89.0,,0.89,0.0
2019-07-13,55,89.0,,0.89,48.95
2019-07-14,0,53.0,False,0.53,0.0
2019-07-15,0,53.0,,0.53,0.0
2019-07-16,43,53.0,,0.53,22.790000000000003
2019-07-17,0,53.0,,0.53,0.0
2019-07-18,0,53.0,,0.53,0.0
2019-07-19,50,53.0,,0.53,26.5
2019-07-20,0,53.0,,0.53,0.0
2019-07-21,99,71.0,False,0.71,70.28999999999999
2019-07-22,0,71.0,,0.71,0.0
2019-07-23,0,71.0,,0.71,0.0
2019-07-24,43,71.0,,0.71,30.529999999999998
2019-07-25,0,71.0,,0.71,0.0
2019-07-26,0,71.0,,0.71,0.0
2019-07-27,0,71.0,,0.71,0.0
2019-07-28,48,0.0,False,0.0,0.0
2019-07-29,0,0.0,,0.0,0.0
2019-07-30,0,0.0,,0.0,0.0
2019-07-31,0,0.0,,0.0,0.0
2019-08-01,0,0.0,,0.0,0.0
2019-08-02,0,0.0,,0.0,0.0
2019-08-03,0,0.0,,0.0,0.0
2019-08-04,100,0.0,False,0.0,0.0
2019-08-05,0,0.0,,0.0,0.0
2019-08-06,0,0.0,,0.0,0.0
2019-08-07,0,0.0,,0.0,0.0
2019-08-08,90,0.0,,0.0,0.0
2019-08-09,0,0.0,,0.0,0.0
2019-08-10,0,0.0,,0.0,0.0
2019-08-11,0,16.0,False,0.16,0.0
2019-08-12,0,16.0,,0.16,0.0
2019-08-13,0,16.0,,0.16,0.0
2019-08-14,85,16.0,,0.16,13.6
2019-08-15,0,16.0,,0.16,0.0
2019-08-16,0,16.0,,0.16,0.0
2019-08-17,99,16.0,,0.16,15.84
2019-08-18,90,31.0,False,0.31,27.9
2019-08-19,0,31.0,,0.31,0.0
2019-08-20,0,31.0,,0.31,0.0
2019-08-21,0,31.0,,0.31,0.0
2019-08-22,0,31.0,,0.31,0.0
2019-08-23,0,31.0,,0.31,0.0
2019-08-24,0,31.0,,0.31,0.0
2019-08-25,0,16.0,False,0.16,0.0
2019-08-26,0,16.0,,0.16,0.0
2019-08-27,0,16.0,,0.16,0.0
2019-08-28,85,16.0,,0.16,13.6
2019-08-29,84,16.0,,0.16,13.44
2019-08-30,97,16.0,,0.16,15.52
2019-08-31,0,16.0,,0.16,0.0
2019-09-01,100,15.0,False,0.15,15.0
2019-09-02,0,15.0,,0.15,0.0
2019-09-03,0,15.0,,0.15,0.0
2019-09-04,0,15.0,,0.15,0.0
2019-09-05,0,15.0,,0.15,0.0
2019-09-06,92,15.0,,0.15,13.799999999999999
2019-09-07,0,15.0,,0.15,0.0
2019-09-08,90,31.0,False,0.31,27.9
2019-09-09,78,31.0,,0.31,24.18
2019-09-10,0,31.0,,0.31,0.0
2019-09-11,0,31.0,,0.31,0.0
2019-09-12,0,31.0,,0.31,0.0
2019-09-13,0,31.0,,0.31,0.0
2019-09-14,0,31.0,,0.31,0.0
2019-09-15,91,15.0,False,0.15,13.65
2019-09-16,0,15.0,,0.15,0.0
2019-09-17,0,15.0,,0.15,0.0
2019-09-18,0,15.0,,0.15,0.0
2019-09-19,0,15.0,,0.15,0.0
