Date,mucus_unscaled,mucus_monthly,isPartial,scale,mucus
2019-09-18,0,58.0,,0.58,0.0
2019-09-19,0,58.0,,0.58,0.0
2019-09-20,44,58.0,,0.58,25.52
2019-09-21,48,58.0,,0.58,27.839999999999996
2019-09-22,43,29.0,False,0.29,12.469999999999999
2019-09-23,0,29.0,,0.29,0.0
2019-09-24,0,29.0,,0.29,0.0
2019-09-25,37,29.0,,0.29,10.729999999999999
2019-09-26,0,29.0,,0.29,0.0
2019-09-27,0,29.0,,0.29,0.0
2019-09-28,47,29.0,,0.29,13.629999999999999
2019-09-29,43,31.0,False,0.31,13.33
2019-09-30,0,31.0,,0.31,0.0
2019-10-01,82,31.0,,0.31,25.419999999999998
2019-10-02,39,31.0,,0.31,12.09
2019-10-03,0,31.0,,0.31,0.0
2019-10-04,48,31.0,,0.31,14.879999999999999
2019-10-05,100,31.0,,0.31,31.0
2019-10-06,43,52.0,False,0.52,22.36
2019-10-07,41,52.0,,0.52,21.32
2019-10-08,42,52.0,,0.52,21.84
2019-10-09,0,52.0,,0.52,0.0
2019-10-10,0,52.0,,0.52,0.0
2019-10-11,45,52.0,,0.52,23.400000000000002
2019-10-12,0,52.0,,0.52,0.0
2019-10-13,85,58.0,False,0.58,49.3
2019-10-14,37,58.0,,0.58,21.459999999999997
2019-10-15,0,58.0,,0.58,0.0
2019-10-16,0,58.0,,0.58,0.0
2019-10-17,39,58.0,,0.58,22.619999999999997
2019-10-18,0,58.0,,0.58,0.0
2019-10-19,46,58.0,,0.58,26.68
2019-10-20,0,29.0,False,0.29,0.0
2019-10-21,38,29.0,,0.29,11.02
2019-10-22,0,29.0,,0.29,0.0
2019-10-23,0,29.0,,0.29,0.0
2019-10-24,39,29.0,,0.29,11.309999999999999
2019-10-25,0,29.0,,0.29,0.0
2019-10-26,0,29.0,,0.29,0.0
2019-10-27,0,31.0,False,0.31,0.0
2019-10-28,0,31.0,,0.31,0.0
2019-10-29,78,31.0,,0.31,24.18
2019-10-30,78,31.0,,0.31,24.18
2019-10-31,0,31.0,,0.31,0.0
2019-11-01,47,31.0,,0.31,14.57
2019-11-02,0,31.0,,0.31,0.0
2019-11-03,47,49.0,False,0.49,23.03
2019-11-04,0,49.0,,0.49,0.0
2019-11-05,0,49.0,,0.49,0.0
2019-11-06,0,49.0,,0.49,0.0
2019-11-07,84,49.0,,0.49,41.16
2019-11-08,0,49.0,,0.49,0.0
2019-11-09,100,49.0,,0.49,49.0
2019-11-10,0,10.0,False,0.1,0.0
2019-11-11,0,10.0,,0.1,0.0
2019-11-12,83,10.0,,0.1,8.3
2019-11-13,0,10.0,,0.1,0.0
2019-11-14,42,10.0,,0.1,4.2
2019-11-15,0,10.0,,0.1,0.0
2019-11-16,0,10.0,,0.1,0.0
2019-11-17,46,50.0,False,0.5,23.0
2019-11-18,41,50.0,,0.5,20.5
2019-11-19,83,50.0,,0.5,41.5
2019-11-20,84,50.0,,0.5,42.0
2019-11-21,0,50.0,,0.5,0.0
2019-11-22,50,50.0,,0.5,25.0
2019-11-23,57,50.0,,0.5,28.5
2019-11-24,47,30.0,False,0.3,14.1
2019-11-25,0,30.0,,0.3,0.0
2019-11-26,42,30.0,,0.3,12.6
2019-11-27,0,30.0,,0.3,0.0
2019-11-28,0,30.0,,0.3,0.0
2019-11-29,0,30.0,,0.3,0.0
2019-11-30,0,30.0,,0.3,0.0
2019-12-01,0,10.0,False,0.1,0.0
2019-12-02,0,10.0,,0.1,0.0
2019-12-03,0,10.0,,0.1,0.0
2019-12-04,83,10.0,,0.1,8.3
2019-12-05,0,10.0,,0.1,0.0
2019-12-06,0,10.0,,0.1,0.0
2019-12-07,0,10.0,,0.1,0.0
2019-12-08,46,21.0,False,0.21,9.66
2019-12-09,0,21.0,,0.21,0.0
2019-12-10,0,21.0,,0.21,0.0
2019-12-11,0,21.0,,0.21,0.0
2019-12-12,43,21.0,,0.21,9.03
2019-12-13,0,21.0,,0.21,0.0
2019-12-14,0,21.0,,0.21,0.0
2019-12-15,0,32.0,False,0.32,0.0
2019-12-16,41,32.0,,0.32,13.120000000000001
2019-12-17,0,32.0,,0.32,0.0
2019-12-18,0,32.0,,0.32,0.0
2019-12-19,0,32.0,,0.32,0.0
2019-12-20,0,32.0,,0.32,0.0
2019-12-21,55,32.0,,0.32,17.6
2019-12-22,0,25.0,False,0.25,0.0
2019-12-23,48,25.0,,0.25,12.0
2019-12-24,0,25.0,,0.25,0.0
2019-12-25,0,25.0,,0.25,0.0
2019-12-26,100,25.0,,0.25,25.0
2019-12-27,0,25.0,,0.25,0.0
2019-12-28,0,25.0,,0.25,0.0
2019-12-29,52,36.0,False,0.36,18.72
2019-12-30,0,36.0,,0.36,0.0
2019-12-31,57,36.0,,0.36,20.52
2020-01-01,0,36.0,,0.36,0.0
2020-01-02,0,36.0,,0.36,0.0
2020-01-03,60,36.0,,0.36,21.599999999999998
2020-01-04,0,36.0,,0.36,0.0
2020-01-05,53,31.0,False,0.31,16.43
2020-01-06,0,31.0,,0.31,0.0
2020-01-07,0,31.0,,0.31,0.0
2020-01-08,0,31.0,,0.31,0.0
2020-01-09,0,31.0,,0.31,0.0
2020-01-10,0,31.0,,0.31,0.0
2020-01-11,0,31.0,,0.31,0.0
2020-01-12,0,29.0,False,0.29,0.0
2020-01-13,48,29.0,,0.29,13.919999999999998
2020-01-14,44,29.0,,0.29,12.76
2020-01-15,0,29.0,,0.29,0.0
2020-01-16,52,29.0,,0.29,15.079999999999998
2020-01-17,0,29.0,,0.29,0.0
2020-01-18,0,29.0,,0.29,0.0
2020-01-19,54,82.0,False,0.82,44.279999999999994
2020-01-20,0,82.0,,0.82,0.0
2020-01-21,100,82.0,,0.82,82.0
2020-01-22,51,82.0,,0.82,41.82
2020-01-23,52,82.0,,0.82,42.64
2020-01-24,0,82.0,,0.82,0.0
2020-01-25,0,82.0,,0.82,0.0
2020-01-26,0,20.0,False,0.2,0.0
2020-01-27,0,20.0,,0.2,0.0
2020-01-28,99,20.0,,0.2,19.8
2020-01-29,0,20.0,,0.2,0.0
2020-01-30,0,20.0,,0.2,0.0
2020-01-31,0,20.0,,0.2,0.0
2020-02-01,0,20.0,,0.2,0.0
2020-02-02,0,60.0,False,0.6,0.0
2020-02-03,97,60.0,,0.6,58.199999999999996
2020-02-04,66,60.0,,0.6,39.6
2020-02-05,36,60.0,,0.6,21.599999999999998
2020-02-06,0,60.0,,0.6,0.0
2020-02-07,79,60.0,,0.6,47.4
2020-02-08,41,60.0,,0.6,24.599999999999998
2020-02-09,37,10.0,False,0.1,3.7
2020-02-10,0,10.0,,0.1,0.0
2020-02-11,32,10.0,,0.1,3.2
2020-02-12,0,10.0,,0.1,0.0
2020-02-13,100,10.0,,0.1,10.0
2020-02-14,0,10.0,,0.1,0.0
2020-02-15,0,10.0,,0.1,0.0
2020-02-16,0,47.0,False,0.47,0.0
2020-02-17,0,47.0,,0.47,0.0
2020-02-18,0,47.0,,0.47,0.0
2020-02-19,31,47.0,,0.47,14.569999999999999
2020-02-20,0,47.0,,0.47,0.0
2020-02-21,0,47.0,,0.47,0.0
2020-02-22,0,47.0,,0.47,0.0
2020-02-23,0,28.0,False,0.28,0.0
2020-02-24,32,28.0,,0.28,8.96
2020-02-25,33,28.0,,0.28,9.24
2020-02-26,0,28.0,,0.28,0.0
2020-02-27,0,28.0,,0.28,0.0
2020-02-28,0,28.0,,0.28,0.0
2020-02-29,0,28.0,,0.28,0.0
2020-03-01,0,38.0,False,0.38,0.0
2020-03-02,0,38.0,,0.38,0.0
2020-03-03,0,38.0,,0.38,0.0
2020-03-04,71,38.0,,0.38,26.98
2020-03-05,0,38.0,,0.38,0.0
2020-03-06,90,38.0,,0.38,34.2
2020-03-07,100,38.0,,0.38,38.0
2020-03-08,79,37.0,False,0.37,29.23
2020-03-09,0,37.0,,0.37,0.0
2020-03-10,0,37.0,,0.37,0.0
2020-03-11,0,37.0,,0.37,0.0
2020-03-12,0,37.0,,0.37,0.0
2020-03-13,84,37.0,,0.37,31.08
2020-03-14,96,37.0,,0.37,35.519999999999996
2020-03-15,0,9.0,False,0.09,0.0
2020-03-16,0,9.0,,0.09,0.0
2020-03-17,0,9.0,,0.09,0.0
2020-03-18,69,9.0,,0.09,6.21
2020-03-19,0,9.0,,0.09,0.0
2020-03-20,0,9.0,,0.09,0.0
2020-03-21,0,9.0,,0.09,0.0
2020-03-22,70,42.0,False,0.42,29.4
2020-03-23,0,42.0,,0.42,0.0
2020-03-24,66,42.0,,0.42,27.72
2020-03-25,0,42.0,,0.42,0.0
2020-03-26,71,42.0,,0.42,29.82
2020-03-27,77,42.0,,0.42,32.339999999999996
2020-03-28,0,42.0,,0.42,0.0
2020-03-29,77,27.0,False,0.27,20.790000000000003
2020-03-30,0,27.0,,0.27,0.0
2020-03-31,0,27.0,,0.27,0.0
2020-04-01,40,27.0,,0.27,10.8
2020-04-02,0,27.0,,0.27,0.0
2020-04-03,44,27.0,,0.27,11.88
2020-04-04,0,27.0,,0.27,0.0
2020-04-05,0,52.0,False,0.52,0.0
2020-04-06,0,52.0,,0.52,0.0
2020-04-07,0,52.0,,0.52,0.0
2020-04-08,0,52.0,,0.52,0.0
2020-04-09,0,52.0,,0.52,0.0
2020-04-10,46,52.0,,0.52,23.92
2020-04-11,91,52.0,,0.52,47.32
2020-04-12,0,42.0,False,0.42,0.0
2020-04-13,41,42.0,,0.42,17.22
2020-04-14,38,42.0,,0.42,15.959999999999999
2020-04-15,36,42.0,,0.42,15.12
2020-04-16,0,42.0,,0.42,0.0
2020-04-17,0,42.0,,0.42,0.0
2020-04-18,43,42.0,,0.42,18.06
2020-04-19,40,16.0,False,0.16,6.4
2020-04-20,36,16.0,,0.16,5.76
2020-04-21,37,16.0,,0.16,5.92
2020-04-22,37,16.0,,0.16,5.92
2020-04-23,0,16.0,,0.16,0.0
2020-04-24,39,16.0,,0.16,6.24
2020-04-25,0,16.0,,0.16,0.0
2020-04-26,0,40.0,False,0.4,0.0
2020-04-27,39,40.0,,0.4,15.600000000000001
2020-04-28,0,40.0,,0.4,0.0
2020-04-29,35,40.0,,0.4,14.0
2020-04-30,100,40.0,,0.4,40.0
2020-05-01,85,40.0,,0.4,34.0
2020-05-02,0,40.0,,0.4,0.0
2020-05-03,0,24.0,False,0.24,0.0
2020-05-04,73,24.0,,0.24,17.52
2020-05-05,73,24.0,,0.24,17.52
2020-05-06,0,24.0,,0.24,0.0
2020-05-07,75,24.0,,0.24,18.0
2020-05-08,0,24.0,,0.24,0.0
2020-05-09,0,24.0,,0.24,0.0
2020-05-10,0,66.0,False,0.66,0.0
2020-05-11,0,66.0,,0.66,0.0
2020-05-12,75,66.0,,0.66,49.5
2020-05-13,75,66.0,,0.66,49.5
2020-05-14,0,66.0,,0.66,0.0
2020-05-15,92,66.0,,0.66,60.720000000000006
2020-05-16,0,66.0,,0.66,0.0
2020-05-17,0,26.0,False,0.26,0.0
2020-05-18,80,26.0,,0.26,20.8
2020-05-19,81,26.0,,0.26,21.060000000000002
2020-05-20,0,26.0,,0.26,0.0
2020-05-21,83,26.0,,0.26,21.580000000000002
2020-05-22,0,26.0,,0.26,0.0
2020-05-23,100,26.0,,0.26,26.0
2020-05-24,0,16.0,False,0.16,0.0
2020-05-25,76,16.0,,0.16,12.16
2020-05-26,75,16.0,,0.16,12.0
2020-05-27,0,16.0,,0.16,0.0
2020-05-28,0,16.0,,0.16,0.0
2020-05-29,0,16.0,,0.16,0.0
2020-05-30,0,16.0,,0.16,0.0
2020-05-31,0,42.0,False,0.42,0.0
2020-06-01,82,42.0,,0.42,34.44
2020-06-02,0,42.0,,0.42,0.0
2020-06-03,0,42.0,,0.42,0.0
2020-06-04,0,42.0,,0.42,0.0
2020-06-05,41,42.0,,0.42,17.22
2020-06-06,0,42.0,,0.42,0.0
2020-06-07,0,25.0,False,0.25,0.0
2020-06-08,0,25.0,,0.25,0.0
2020-06-09,0,25.0,,0.25,0.0
2020-06-10,38,25.0,,0.25,9.5
2020-06-11,0,25.0,,0.25,0.0
2020-06-12,0,25.0,,0.25,0.0
2020-06-13,100,25.0,,0.25,25.0
2020-06-14,0,26.0,False,0.26,0.0
2020-06-15,40,26.0,,0.26,10.4
2020-06-16,0,26.0,,0.26,0.0
2020-06-17,0,26.0,,0.26,0.0
2020-06-18,39,26.0,,0.26,10.14
2020-06-19,0,26.0,,0.26,0.0
2020-06-20,51,26.0,,0.26,13.26
2020-06-21,88,69.0,False,0.69,60.72
2020-06-22,0,69.0,,0.69,0.0
2020-06-23,0,69.0,,0.69,0.0
2020-06-24,39,69.0,,0.69,26.909999999999997
2020-06-25,0,69.0,,0.69,0.0
2020-06-26,0,69.0,,0.69,0.0
2020-06-27,49,69.0,,0.69,33.809999999999995
2020-06-28,86,27.0,False,0.27,23.220000000000002
2020-06-29,0,27.0,,0.27,0.0
2020-06-30,41,27.0,,0.27,11.07
2020-07-01,24,27.0,,0.27,6.48
2020-07-02,25,27.0,,0.27,6.75
2020-07-03,0,27.0,,0.27,0.0
2020-07-04,0,27.0,,0.27,0.0
2020-07-05,26,19.0,False,0.19,4.94
2020-07-06,0,19.0,,0.19,0.0
2020-07-07,25,19.0,,0.19,4.75
2020-07-08,100,19.0,,0.19,19.0
2020-07-09,0,19.0,,0.19,0.0
2020-07-10,0,19.0,,0.19,0.0
2020-07-11,63,19.0,,0.19,11.97
2020-07-12,0,19.0,False,0.19,0.0
2020-07-13,0,19.0,,0.19,0.0
2020-07-14,0,19.0,,0.19,0.0
2020-07-15,0,19.0,,0.19,0.0
2020-07-16,0,19.0,,0.19,0.0
2020-07-17,0,19.0,,0.19,0.0
2020-07-18,31,19.0,,0.19,5.89
2020-07-19,0,9.0,False,0.09,0.0
2020-07-20,0,9.0,,0.09,0.0
2020-07-21,47,9.0,,0.09,4.2299999999999995
2020-07-22,0,9.0,,0.09,0.0
2020-07-23,23,9.0,,0.09,2.07
2020-07-24,0,9.0,,0.09,0.0
2020-07-25,0,9.0,,0.09,0.0
2020-07-26,0,9.0,False,0.09,0.0
2020-07-27,24,9.0,,0.09,2.16
2020-07-28,0,9.0,,0.09,0.0
2020-07-29,0,9.0,,0.09,0.0
2020-07-30,24,9.0,,0.09,2.16
2020-07-31,0,9.0,,0.09,0.0
2020-08-01,0,9.0,,0.09,0.0
2020-08-02,0,36.0,False,0.36,0.0
2020-08-03,0,36.0,,0.36,0.0
2020-08-04,28,36.0,,0.36,10.08
2020-08-05,0,36.0,,0.36,0.0
2020-08-06,28,36.0,,0.36,10.08
2020-08-07,0,36.0,,0.36,0.0
2020-08-08,0,36.0,,0.36,0.0
2020-08-09,0,33.0,False,0.33,0.0
2020-08-10,0,33.0,,0.33,0.0
2020-08-11,100,33.0,,0.33,33.0
2020-08-12,0,33.0,,0.33,0.0
2020-08-13,0,33.0,,0.33,0.0
2020-08-14,28,33.0,,0.33,9.24
2020-08-15,31,33.0,,0.33,10.23
2020-08-16,0,32.0,False,0.32,0.0
2020-08-17,0,32.0,,0.32,0.0
2020-08-18,0,32.0,,0.32,0.0
2020-08-19,50,32.0,,0.32,16.0
2020-08-20,0,32.0,,0.32,0.0
2020-08-21,0,32.0,,0.32,0.0
2020-08-22,0,32.0,,0.32,0.0
2020-08-23,53,40.0,False,0.4,21.200000000000003
2020-08-24,0,40.0,,0.4,0.0
2020-08-25,0,40.0,,0.4,0.0
2020-08-26,0,40.0,,0.4,0.0
2020-08-27,26,40.0,,0.4,10.4
2020-08-28,0,40.0,,0.4,0.0
2020-08-29,31,40.0,,0.4,12.4
2020-08-30,58,0.0,False,0.0,0.0
2020-08-31,27,0.0,,0.0,0.0
2020-09-01,0,0.0,,0.0,0.0
2020-09-02,0,0.0,,0.0,0.0
2020-09-03,0,0.0,,0.0,0.0
2020-09-04,0,0.0,,0.0,0.0
2020-09-05,0,0.0,,0.0,0.0
2020-09-06,72,36.0,False,0.36,25.919999999999998
2020-09-07,33,36.0,,0.36,11.879999999999999
2020-09-08,68,36.0,,0.36,24.48
2020-09-09,0,36.0,,0.36,0.0
2020-09-10,0,36.0,,0.36,0.0
2020-09-11,0,36.0,,0.36,0.0
2020-09-12,85,36.0,,0.36,30.599999999999998
2020-09-13,74,44.0,False,0.44,32.56
2020-09-14,33,44.0,,0.44,14.52
2020-09-15,33,44.0,,0.44,14.52
2020-09-16,100,44.0,,0.44,44.0
2020-09-17,0,44.0,,0.44,0.0
2020-09-18,0,44.0,,0.44,0.0
2020-09-19,0,44.0,,0.44,0.0
2020-09-20,0,9.0,False,0.09,0.0
2020-09-21,0,9.0,,0.09,0.0
2020-09-22,0,9.0,,0.09,0.0
2020-09-23,0,9.0,,0.09,0.0
2020-09-24,0,9.0,,0.09,0.0
2020-09-25,0,9.0,,0.09,0.0
2020-09-26,0,9.0,,0.09,0.0
2020-09-27,0,31.0,False,0.31,0.0
2020-09-28,37,31.0,,0.31,11.47
2020-09-29,0,31.0,,0.31,0.0
2020-09-30,78,31.0,,0.31,24.18
2020-10-01,0,31.0,,0.31,0.0
2020-10-02,0,31.0,,0.31,0.0
2020-10-03,0,31.0,,0.31,0.0
2020-10-04,0,32.0,False,0.32,0.0
2020-10-05,29,32.0,,0.32,9.28
2020-10-06,29,32.0,,0.32,9.28
2020-10-07,0,32.0,,0.32,0.0
2020-10-08,0,32.0,,0.32,0.0
2020-10-09,36,32.0,,0.32,11.52
2020-10-10,0,32.0,,0.32,0.0
2020-10-11,0,11.0,False,0.11,0.0
2020-10-12,31,11.0,,0.11,3.41
2020-10-13,0,11.0,,0.11,0.0
2020-10-14,100,11.0,,0.11,11.0
2020-10-15,32,11.0,,0.11,3.52
2020-10-16,0,11.0,,0.11,0.0
2020-10-17,0,11.0,,0.11,0.0
2020-10-18,35,23.0,False,0.23,8.05
2020-10-19,0,23.0,,0.23,0.0
2020-10-20,33,23.0,,0.23,7.590000000000001
2020-10-21,0,23.0,,0.23,0.0
2020-10-22,33,23.0,,0.23,7.590000000000001
2020-10-23,0,23.0,,0.23,0.0
2020-10-24,0,23.0,,0.23,0.0
2020-10-25,39,34.0,False,0.34,13.260000000000002
2020-10-26,0,34.0,,0.34,0.0
2020-10-27,0,34.0,,0.34,0.0
2020-10-28,0,34.0,,0.34,0.0
2020-10-29,0,34.0,,0.34,0.0
2020-10-30,0,34.0,,0.34,0.0
2020-10-31,0,34.0,,0.34,0.0
2020-11-01,0,20.0,False,0.2,0.0
2020-11-02,0,20.0,,0.2,0.0
2020-11-03,0,20.0,,0.2,0.0
2020-11-04,0,20.0,,0.2,0.0
2020-11-05,0,20.0,,0.2,0.0
2020-11-06,0,20.0,,0.2,0.0
2020-11-07,0,20.0,,0.2,0.0
2020-11-08,47,34.0,False,0.34,15.98
2020-11-09,0,34.0,,0.34,0.0
2020-11-10,45,34.0,,0.34,15.3
2020-11-11,0,34.0,,0.34,0.0
2020-11-12,0,34.0,,0.34,0.0
2020-11-13,100,34.0,,0.34,34.0
2020-11-14,0,34.0,,0.34,0.0
2020-11-15,0,22.0,False,0.22,0.0
2020-11-16,0,22.0,,0.22,0.0
2020-11-17,0,22.0,,0.22,0.0
2020-11-18,0,22.0,,0.22,0.0
2020-11-19,0,22.0,,0.22,0.0
2020-11-20,0,22.0,,0.22,0.0
2020-11-21,0,22.0,,0.22,0.0
2020-11-22,48,33.0,False,0.33,15.84
2020-11-23,45,33.0,,0.33,14.850000000000001
2020-11-24,43,33.0,,0.33,14.190000000000001
2020-11-25,0,33.0,,0.33,0.0
2020-11-26,44,33.0,,0.33,14.520000000000001
2020-11-27,50,33.0,,0.33,16.5
2020-11-28,0,33.0,,0.33,0.0
2020-11-29,45,44.0,False,0.44,19.8
2020-11-30,0,44.0,,0.44,0.0
2020-12-01,40,44.0,,0.44,17.6
2020-12-02,39,44.0,,0.44,17.16
2020-12-03,0,44.0,,0.44,0.0
2020-12-04,0,44.0,,0.44,0.0
2020-12-05,100,44.0,,0.44,44.0
2020-12-06,45,46.0,False,0.46,20.7
2020-12-07,82,46.0,,0.46,37.72
2020-12-08,0,46.0,,0.46,0.0
2020-12-09,0,46.0,,0.46,0.0
2020-12-10,41,46.0,,0.46,18.86
2020-12-11,94,46.0,,0.46,43.24
2020-12-12,48,46.0,,0.46,22.080000000000002
2020-12-13,89,46.0,False,0.46,40.940000000000005
2020-12-14,0,46.0,,0.46,0.0
2020-12-15,0,46.0,,0.46,0.0
2020-12-16,0,46.0,,0.46,0.0
2020-12-17,0,46.0,,0.46,0.0
2020-12-18,0,46.0,,0.46,0.0
2020-12-19,0,46.0,,0.46,0.0
2020-12-20,91,24.0,False,0.24,21.84
2020-12-21,0,24.0,,0.24,0.0
2020-12-22,0,24.0,,0.24,0.0
2020-12-23,0,24.0,,0.24,0.0
2020-12-24,51,24.0,,0.24,12.24
2020-12-25,0,24.0,,0.24,0.0
2020-12-26,0,24.0,,0.24,0.0
2020-12-27,0,38.0,False,0.38,0.0
2020-12-28,0,38.0,,0.38,0.0
2020-12-29,45,38.0,,0.38,17.1
2020-12-30,48,38.0,,0.38,18.240000000000002
2020-12-31,0,38.0,,0.38,0.0
2021-01-01,40,38.0,,0.38,15.2
2021-01-02,0,38.0,,0.38,0.0
2021-01-03,0,34.0,False,0.34,0.0
2021-01-04,0,34.0,,0.34,0.0
2021-01-05,33,34.0,,0.34,11.22
2021-01-06,100,34.0,,0.34,34.0
2021-01-07,0,34.0,,0.34,0.0
2021-01-08,0,34.0,,0.34,0.0
2021-01-09,37,34.0,,0.34,12.58
2021-01-10,32,32.0,False,0.32,10.24
2021-01-11,0,32.0,,0.32,0.0
2021-01-12,0,32.0,,0.32,0.0
2021-01-13,0,32.0,,0.32,0.0
2021-01-14,0,32.0,,0.32,0.0
2021-01-15,0,32.0,,0.32,0.0
2021-01-16,0,32.0,,0.32,0.0
2021-01-17,0,11.0,False,0.11,0.0
2021-01-18,29,11.0,,0.11,3.19
2021-01-19,29,11.0,,0.11,3.19
2021-01-20,0,11.0,,0.11,0.0
2021-01-21,0,11.0,,0.11,0.0
2021-01-22,69,11.0,,0.11,7.59
2021-01-23,0,11.0,,0.11,0.0
2021-01-24,0,66.0,False,0.66,0.0
2021-01-25,0,66.0,,0.66,0.0
2021-01-26,0,66.0,,0.66,0.0
2021-01-27,29,66.0,,0.66,19.14
2021-01-28,30,66.0,,0.66,19.8
2021-01-29,35,66.0,,0.66,23.1
2021-01-30,40,66.0,,0.66,26.400000000000002
2021-01-31,75,46.0,False,0.46,34.5
